customer_id,first_name,last_name,email,phone,date_of_birth,address,city,state,zip_code,country,customer_segment,account_status,account_open_date,created_at
CUST_000014,Robert,Rivera,nperry@example.com,(590)996-7054x6688,1960-02-13,"65627 Tina Place Apt. 699, North Dawnberg, VI 61016",North Jorge,Massachusetts,28243,US,Standard,Active,2025-01-19,2026-03-10 09:14:45.284617
CUST_000015,Mark,Juarez,aramirez@example.com,270-580-5310,1958-10-03,"27193 Lyons Trafficway, Garyville, WI 21966",Danieltown,Maryland,75971,US,Premium,Inactive,2024-05-18,2026-03-10 09:14:45.284944
CUST_000016,Randy,Espinoza,vargasmaria@example.org,749-319-0586,1979-08-14,"7165 Zimmerman Mews, Lake Aimee, SD 35901",Marshallshire,Louisiana,42746,US,Premium,Active,2023-04-10,2026-03-10 09:14:45.285330
CUST_000017,Mariah,Miller,dsanchez@example.net,+1-665-607-5273x545,1983-01-04,"36783 Brewer Overpass, Mcguireland, LA 29546",Holtport,Texas,76726,US,Basic,Active,2024-04-28,2026-03-10 09:14:45.285709
CUST_000018,Thomas,Schmidt,jbarajas@example.com,(574)544-3135x182,1995-06-14,"34352 Smith Place Apt. 400, Heidiberg, SC 99170",Garciatown,Oregon,37769,US,Basic,Active,2025-03-06,2026-03-10 09:14:45.286337
CUST_000019,Timothy,Peterson,kingmichelle@example.org,667-319-0229,1962-01-28,"993 Hayes Mills Suite 964, New Susanville, WV 27736",West Donna,Hawaii,31940,US,Basic,Active,2022-08-31,2026-03-10 09:14:45.287790
CUST_000020,Andrea,Moore,mhayes@example.com,503-444-7134x9361,2007-01-02,"02499 Gonzales Mountain, Hollyview, NY 71277",Kimton,Nevada,96777,US,Standard,Active,2023-12-05,2026-03-10 09:14:45.288996
CUST_000021,Cassandra,Johnson,suzannehuff@example.net,001-604-490-2787,1985-01-07,"75655 Mia Isle Suite 746, South Christopherview, MD 15695",Hancocktown,Texas,71619,US,Standard,Active,2025-02-11,2026-03-10 09:14:45.290348
CUST_000022,Robert,Lopez,cindy77@example.org,548.424.7710,1966-05-02,"31712 Cantu Highway Suite 677, South Andrea, MS 25484",Port Chad,Wyoming,54888,US,Basic,Inactive,2024-01-28,2026-03-10 09:14:45.291267
CUST_000023,Sarah,Romero,campbellkenneth@example.net,001-872-978-7558,1967-01-31,"636 Louis Mountains, Hughesberg, NM 05353",New Tammy,Michigan,13655,US,Premium,Active,2024-12-05,2026-03-10 09:14:45.292345
CUST_000024,Cory,Lozano,bowenrobert@example.net,(817)745-9615,1987-11-04,"091 Crystal Heights Apt. 161, South Garrettport, MH 04295",West Lauraport,Minnesota,49632,US,Premium,Active,2024-11-06,2026-03-10 09:14:45.293250
CUST_000025,Dustin,Schmidt,georgemiller@example.com,+1-637-492-3747x407,1950-03-19,"464 Bruce Flat Suite 713, Armstrongshire, LA 92156",Andrewfurt,Louisiana,01562,US,Basic,Active,2025-12-31,2026-03-10 09:14:45.294180
CUST_000026,Michelle,Osborne,lozanojulie@example.com,001-739-453-3942x10470,1951-04-28,"PSC 5623, Box 2858, APO AP 36221",West Robin,New Mexico,39185,US,Premium,Active,2024-01-25,2026-03-10 09:14:45.294875
CUST_000027,Linda,Mcdonald,taylortammy@example.net,001-868-751-6048x1754,1952-07-23,"98593 Cynthia Mountain Suite 612, North Kevinfort, DE 13240",New Derek,New Jersey,49130,US,Standard,Inactive,2025-10-12,2026-03-10 09:14:45.295719
CUST_000028,Robert,Newton,nicolepena@example.com,+1-764-205-3773x515,1972-04-12,"1390 Kristin Gardens, Port Anne, CA 73142",New Jason,Iowa,43565,US,Premium,Inactive,2022-06-10,2026-03-10 09:14:45.296465
CUST_000029,Kristina,Carlson,michele22@example.net,621-202-0539x502,1953-10-24,"177 Palmer Coves, Gordonton, VA 86864",Stephentown,Arkansas,63282,US,Standard,Active,2024-08-07,2026-03-10 09:14:45.297085
CUST_000030,Ronald,Rodriguez,fjones@example.com,+1-621-924-9985x698,1979-08-04,"183 Hayes Forks, Morganmouth, MO 55025",West Ronaldview,Mississippi,20507,US,Standard,Active,2025-03-21,2026-03-10 09:14:45.297738
CUST_000031,Carlos,Decker,reynoldsjulie@example.com,(780)898-8516,2004-04-05,"PSC 0494, Box 5198, APO AE 20781",Walkerville,Minnesota,73411,US,Standard,Active,2024-04-23,2026-03-10 09:14:45.298229
CUST_000032,Danny,Ramirez,lindsaybruce@example.net,+1-480-494-0244x550,1983-09-22,"01836 Chavez Estate, Larrymouth, WI 74896",North Ericton,Utah,11194,US,Standard,Inactive,2023-07-02,2026-03-10 09:14:45.298864
CUST_000033,Scott,Coleman,nperry@example.net,256-514-9784,1972-02-01,"Unit 0034 Box 3244, DPO AA 16227",South Julieburgh,Florida,50335,US,Basic,Inactive,2025-09-18,2026-03-10 09:14:45.299236
CUST_000034,Jane,Mason,charles06@example.org,715.496.9664x160,1999-09-19,"USCGC Collier, FPO AA 12052",Richardbury,Nevada,77685,US,Basic,Inactive,2024-08-04,2026-03-10 09:14:45.299683
CUST_000035,Alexandria,Foster,julie35@example.org,581-388-3552,1955-02-25,"212 Marshall Port, Maldonadoshire, SD 83770",Michellemouth,Georgia,58141,US,Premium,Inactive,2021-10-07,2026-03-10 09:14:45.300185
CUST_000036,Taylor,Welch,brittany58@example.org,977-200-5411x9986,1975-10-17,"PSC 9359, Box 7820, APO AA 14067",Toniland,North Carolina,85190,US,Basic,Active,2022-08-27,2026-03-10 09:14:45.300522
CUST_000037,Benjamin,Zimmerman,nwarren@example.org,(854)666-5905x151,1962-05-03,"1925 Ponce Square, Andersonland, ME 73760",Schneidermouth,Florida,88334,US,Standard,Active,2025-08-30,2026-03-10 09:14:45.300999
CUST_000038,Clarence,Santiago,andrew42@example.org,473-832-2141x88805,1955-09-07,"706 Rhodes Freeway, Bishopmouth, IN 70494",West Tammy,New Mexico,25931,US,Standard,Inactive,2024-04-24,2026-03-10 09:14:45.301426
CUST_000039,Erika,Hudson,smurray@example.com,386.623.9240x75818,1950-11-23,"8261 Lisa Keys Apt. 606, Joeland, MN 29931",West Sarahmouth,Georgia,18536,US,Standard,Active,2021-07-06,2026-03-10 09:14:45.301817
CUST_000040,Justin,Gallegos,katherineharrison@example.net,8103432898,1998-01-02,"03697 Daniel Parks Apt. 893, West Ruben, RI 46745",New Robert,Texas,88085,US,Standard,Active,2021-11-29,2026-03-10 09:14:45.302209
CUST_000041,Alexandra,Ward,myerstheodore@example.net,(754)705-1531x9520,2000-07-18,"722 Jennifer Mount Apt. 430, North Leslie, ME 68053",Haysside,New Mexico,33703,US,Standard,Inactive,2021-06-30,2026-03-10 09:14:45.302608
CUST_000042,Karen,Lee,michelle05@example.com,956-767-6527,2008-02-01,"61692 Morris Common Suite 447, Jacksonmouth, MI 59107",Lake Mollystad,South Carolina,57509,US,Standard,Active,2023-07-10,2026-03-10 09:14:45.302958
CUST_000043,Danielle,Moody,jonesdana@example.com,220.429.7021x35569,1991-05-26,"7192 Sanders Run Suite 310, South April, PW 74120",West Kimberlymouth,Indiana,80700,US,Basic,Active,2023-08-13,2026-03-10 09:14:45.303349
CUST_000044,Heather,Lutz,davidfarrell@example.com,(671)455-1884,1993-08-17,"8313 Joel Park, West Angelastad, NH 72806",New Nicole,California,41040,US,Standard,Inactive,2024-07-28,2026-03-10 09:14:45.303725
CUST_000045,Yvonne,Higgins,khammond@example.org,(451)477-8528,1974-08-17,"82422 Donovan Fork, Staceyhaven, MH 37731",West Jamesside,Louisiana,16907,US,Standard,Active,2023-10-05,2026-03-10 09:14:45.304068
CUST_000046,Christina,Davis,brittanycarpenter@example.org,+1-299-959-0010x94396,2005-09-07,"473 Evans Cliffs Apt. 276, Marshallmouth, PA 19331",Michellemouth,Washington,45769,US,Standard,Inactive,2024-07-29,2026-03-10 09:14:45.304609
CUST_000047,David,Wood,floressteven@example.com,732.510.4696x325,1997-02-12,"4701 Wagner Garden Apt. 950, West Troyfort, LA 70846",Port Danielberg,Kentucky,95856,US,Standard,Active,2024-04-18,2026-03-10 09:14:45.304993
CUST_000048,Kathryn,Diaz,jwilliams@example.org,(484)316-8784x991,1971-12-29,"523 Porter Cape Apt. 257, Hernandezhaven, DC 43488",Franciscoport,Pennsylvania,44590,US,Basic,Inactive,2025-07-02,2026-03-10 09:14:45.305352
CUST_000049,Maria,Patel,thomas05@example.com,+1-916-494-0974x99309,1980-11-10,"30913 Scott Manor Apt. 636, Salaston, VT 18599",New Mark,Texas,63202,US,Standard,Active,2025-08-27,2026-03-10 09:14:45.305691
CUST_000050,Nicholas,Frye,vbarr@example.net,(549)973-3484x344,1966-10-06,"1986 Cardenas Trail Apt. 404, West Sandraview, WA 63294",East Maria,Louisiana,74165,US,Premium,Active,2023-06-30,2026-03-10 09:14:45.306033
CUST_000051,Derrick,Gilbert,johnsantiago@example.net,230.416.5712,1972-11-16,"3454 Rebecca Corners Apt. 802, Khanburgh, PW 05264",Frenchburgh,West Virginia,38442,US,Premium,Inactive,2021-07-03,2026-03-10 09:14:45.306415
CUST_000052,Albert,Bradley,hebertmatthew@example.com,+1-688-472-8743x1527,1946-02-23,"329 Wilcox Passage Suite 161, East Thomas, IA 01396",Patrickmouth,Wisconsin,35496,US,Premium,Active,2023-12-28,2026-03-10 09:14:45.306783
CUST_000053,Kevin,Sharp,greenmichael@example.org,6177426841,1987-01-05,"2795 Miles Mountains, Port John, WV 78595",New Seanstad,California,74447,US,Basic,Active,2022-02-20,2026-03-10 09:14:45.307144
CUST_000054,Bryan,Kelley,ashleyhernandez@example.com,971.239.7187x07286,1983-03-19,"064 Julie Prairie Apt. 065, New Virginialand, NJ 04660",Robertberg,Wyoming,84586,US,Standard,Active,2024-10-05,2026-03-10 09:14:45.307513
CUST_000055,Nicholas,Vance,ykane@example.com,482-551-2868,2001-12-30,"7868 Morrow Gateway, Reedview, ID 95531",North Lisachester,South Carolina,02551,US,Premium,Active,2023-03-26,2026-03-10 09:14:45.308460
CUST_000056,Jamie,Garcia,griffinemily@example.org,606.573.8302,2000-09-13,"PSC 9599, Box 5342, APO AP 68822",South Kevin,Arkansas,73471,US,Premium,Active,2022-09-04,2026-03-10 09:14:45.308947
CUST_000057,Connie,Simmons,wwilliams@example.net,+1-668-456-6246x28733,2000-01-08,"668 Paul Glens, West Deborah, NV 49138",New Jennyborough,Arkansas,35688,US,Premium,Active,2024-05-23,2026-03-10 09:14:45.309547
CUST_000058,Emily,Morrison,lopezkathleen@example.net,+1-583-873-5403x31739,2007-06-18,"6785 Green Passage Suite 717, Robinstad, MD 54755",New Michelleberg,Alaska,34681,US,Premium,Active,2025-11-22,2026-03-10 09:14:45.309984
CUST_000059,Sarah,Riley,mphillips@example.com,969.937.8547,1956-08-20,"28728 Alexandria Villages Apt. 006, Port Crystal, CA 93191",North Jeffery,New Jersey,49417,US,Premium,Inactive,2021-09-12,2026-03-10 09:14:45.310325
CUST_000060,Christine,Estrada,bhopkins@example.org,+1-286-800-8484,2000-01-18,"USNS Rodriguez, FPO AE 69233",East James,North Dakota,33585,US,Premium,Inactive,2024-03-14,2026-03-10 09:14:45.310625
CUST_000061,Joseph,Sanders,susan79@example.org,001-234-410-1666x870,1950-10-25,"591 Jerry Ways Suite 401, Rachelshire, TN 04813",Port Leonard,Indiana,77444,US,Basic,Active,2022-05-30,2026-03-10 09:14:45.310945
CUST_000062,Karen,Marquez,thickman@example.org,001-739-268-5621,1951-11-01,"9996 Johnson Groves, Henrystad, OH 49708",Lopezshire,Texas,50317,US,Basic,Active,2021-11-30,2026-03-10 09:14:45.311326
CUST_000063,Kelsey,Phillips,jennifermiller@example.org,(426)355-1104x7541,1957-12-09,"01581 Shields Bridge Suite 661, New Adriana, TX 50404",East Joseph,Louisiana,65135,US,Basic,Active,2022-06-05,2026-03-10 09:14:45.311706
CUST_000064,Bryan,Hamilton,yevans@example.org,(843)779-9371x240,2002-06-17,"5692 Flores Square Apt. 752, Novakport, WA 91590",Faulknerbury,Massachusetts,49791,US,Premium,Active,2023-07-27,2026-03-10 09:14:45.312082
CUST_000065,Lisa,Long,frederickjames@example.net,(980)473-7416,1988-04-14,"266 Shane Rapid Suite 968, Stephensstad, UT 70874",North Kaylastad,Hawaii,85304,US,Premium,Active,2021-07-24,2026-03-10 09:14:45.312473
CUST_000066,Anna,Newman,vrasmussen@example.com,501-943-8889,1970-08-24,"0714 Knapp Corner, Port Sheliaberg, MI 41381",Stanleyborough,North Dakota,63799,US,Basic,Active,2024-02-24,2026-03-10 09:14:45.312952
CUST_000067,Thomas,Kim,tflores@example.org,001-810-951-2382x825,1960-12-18,"66093 Vargas Loaf, Lake Jasonview, WV 92744",New Cristianside,Idaho,48446,US,Premium,Inactive,2023-12-16,2026-03-10 09:14:45.313473
CUST_000068,James,Wilson,orose@example.com,+1-369-469-1557x924,1966-07-02,"25286 Carlson Ports Suite 627, New Garrett, LA 18889",West Megan,South Carolina,07527,US,Basic,Active,2024-03-28,2026-03-10 09:14:45.314215
CUST_000069,Stephanie,Washington,lisamaynard@example.net,+1-276-676-7721x9034,1960-06-27,"9788 Ashley Grove, Amberton, WV 94739",Paynechester,Connecticut,96968,US,Standard,Active,2023-04-17,2026-03-10 09:14:45.314844
CUST_000070,Kenneth,Kidd,fbaker@example.com,433-595-9629,2000-07-19,"584 Mario Squares, Keithview, PR 67926",East Sydneychester,Arkansas,36850,US,Basic,Active,2022-04-07,2026-03-10 09:14:45.315189
CUST_000071,Jacqueline,Anderson,jenniferpoole@example.net,(772)994-6671x1684,1978-05-26,"175 Laura Locks, South Mallory, NM 35698",Mariamouth,Oklahoma,76251,US,Standard,Inactive,2022-04-18,2026-03-10 09:14:45.315544
CUST_000072,Ashlee,Washington,patricia00@example.org,+1-670-312-7706x3242,1989-09-24,"2064 Ruben Course, North Jasonland, DC 78315",New Erin,Alabama,01557,US,Premium,Active,2024-02-09,2026-03-10 09:14:45.315859
CUST_000073,Lisa,Mcneil,ebenson@example.org,861.411.5542,1988-11-05,"Unit 2189 Box 0927, DPO AA 95191",Lake Kaitlin,Nebraska,81251,US,Standard,Active,2024-12-12,2026-03-10 09:14:45.316107
CUST_000074,Michelle,Miller,taylordavid@example.net,(656)252-3413x8999,2002-11-20,"89836 Lucas Tunnel Apt. 761, South Danielle, CA 69744",West Sarahberg,Missouri,74999,US,Basic,Active,2024-10-06,2026-03-10 09:14:45.316488
CUST_000075,Michael,Vega,xbest@example.org,6918043006,1974-01-05,"889 Joshua Inlet, New Samanthaberg, ND 43328",Willisland,Maryland,92077,US,Basic,Active,2024-11-27,2026-03-10 09:14:45.316824
CUST_000076,Jessica,Mathis,sanchezsandy@example.org,799.604.2102x027,1956-07-19,"105 Nelson Circles Suite 917, Dixonton, NM 74803",West Eric,Wyoming,13988,US,Basic,Active,2026-01-25,2026-03-10 09:14:45.317208
CUST_000077,Emily,Wilson,williamsmichelle@example.org,5757622086,1962-01-30,"1951 Harry Unions Apt. 617, Kiaraport, MD 11823",Smithborough,Maine,74400,US,Basic,Active,2023-10-09,2026-03-10 09:14:45.317577
CUST_000078,Jodi,Sanchez,brittany73@example.net,+1-232-706-0385,1945-04-15,"413 Robert Circle Apt. 410, Port April, UT 49324",Villegasland,Pennsylvania,13028,US,Premium,Active,2025-06-26,2026-03-10 09:14:45.317901
CUST_000079,Dennis,Wilkins,vargasbryan@example.net,(634)545-6557,1950-04-09,"USNS Chan, FPO AP 14784",North Frank,New Jersey,41661,US,Basic,Active,2024-08-22,2026-03-10 09:14:45.318218
CUST_000080,David,Howard,shannonford@example.org,524-790-3521,1972-02-25,"2067 Cody Cove Apt. 100, East James, MO 49291",New Brendaland,Alaska,08951,US,Standard,Active,2022-11-13,2026-03-10 09:14:45.318588
CUST_000081,Rachel,Ramos,christopherboone@example.com,207-802-9667,1991-09-06,"24472 Christina Ridges Apt. 476, Brownview, MS 18488",Gonzalezhaven,Kansas,83175,US,Basic,Active,2025-10-23,2026-03-10 09:14:45.318964
CUST_000082,Laura,Mayo,timothy75@example.net,756.542.0593x04078,1956-01-19,"8039 Kelly Villages, East Joel, MD 97245",Robintown,Virginia,92324,US,Basic,Active,2024-03-05,2026-03-10 09:14:45.319279
CUST_000083,Stacey,Elliott,marycochran@example.com,+1-542-270-1039,1981-01-04,"325 Samantha Vista Suite 002, Port Daniel, NC 48327",West Janetfurt,Pennsylvania,13743,US,Standard,Active,2024-01-18,2026-03-10 09:14:45.319637
CUST_000084,Kevin,Taylor,jessicakim@example.net,452.289.5392x6442,1992-12-16,"USCGC Rosales, FPO AP 04745",New Lucas,South Carolina,29454,US,Premium,Active,2025-12-30,2026-03-10 09:14:45.319962
CUST_000085,Dalton,Crawford,julie35@example.com,(715)670-4331,1998-09-29,"67626 Macias Keys, Garciafort, WY 76267",East Shannon,Arizona,39155,US,Basic,Inactive,2021-05-10,2026-03-10 09:14:45.320428
CUST_000086,Lucas,Lynn,petersonpamela@example.org,001-418-215-9970x6296,1952-01-29,"8844 Young Causeway, Armstrongfort, FL 07645",Adamland,Maine,87273,US,Basic,Active,2025-04-09,2026-03-10 09:14:45.320828
CUST_000087,James,Johnson,daniellerowland@example.com,446-777-4186,2005-06-12,"0477 Perez Grove, East Karenville, CO 88075",Lindseychester,Wisconsin,77797,US,Premium,Inactive,2023-02-13,2026-03-10 09:14:45.321211
CUST_000088,Angela,Randall,rsheppard@example.com,001-437-341-6089,1996-09-18,"32061 Harris View, Port Brooke, MD 95803",North Paulfurt,Oklahoma,43247,US,Standard,Active,2023-07-15,2026-03-10 09:14:45.321569
CUST_000089,April,Stark,buchanancindy@example.net,(716)822-9991x19148,1963-03-01,"970 Joshua Divide Suite 065, North Julie, PW 35704",Andrewport,Maryland,37246,US,Basic,Active,2025-05-14,2026-03-10 09:14:45.321940
CUST_000090,Michele,Cohen,dennismccann@example.com,001-454-369-1373x67850,1966-05-12,"89023 Mary Gateway Apt. 705, West Micheal, NH 66708",Reidville,Utah,04506,US,Premium,Active,2023-03-30,2026-03-10 09:14:45.322338
CUST_000091,Nathan,Wheeler,susanwells@example.net,(552)541-4060x293,1991-04-22,"007 Deborah Rapid Apt. 349, Jenniferview, NE 49846",Stephenborough,New Jersey,40103,US,Basic,Active,2025-08-12,2026-03-10 09:14:45.322731
CUST_000092,Madison,Sanders,smithyvonne@example.com,+1-699-744-1715,2003-10-24,"28309 Guerrero Springs Apt. 074, Rebeccafurt, MS 97065",New Jeanshire,Illinois,45480,US,Premium,Inactive,2023-01-28,2026-03-10 09:14:45.323154
CUST_000093,Gina,Little,qknox@example.com,542.782.4172x48251,1960-05-20,"5549 Ford Crest Suite 099, South Pamelahaven, DE 89721",Morenochester,Arkansas,20263,US,Basic,Active,2022-05-09,2026-03-10 09:14:45.323517
CUST_000094,Victoria,Cooper,tthomas@example.org,001-917-352-5007x43292,1953-12-29,"6760 Amanda Street Suite 058, North Erica, SC 96655",East Heather,Minnesota,41407,US,Basic,Active,2022-04-13,2026-03-10 09:14:45.323835
CUST_000095,Curtis,Gordon,gary04@example.com,889.285.6257x532,1960-09-24,"09821 Dawson Turnpike, South Nancyview, WI 70589",New Virginiaville,Tennessee,03088,US,Standard,Active,2021-08-05,2026-03-10 09:14:45.324161
CUST_000096,Hannah,Butler,qmartinez@example.com,001-823-304-6184x992,1980-01-01,"1173 Kimberly Village, West Jade, LA 21521",New Tylerborough,Vermont,63502,US,Premium,Active,2023-12-31,2026-03-10 09:14:45.324493
CUST_000097,Jimmy,Smith,meadowsmary@example.net,321.481.1437x4470,2004-09-02,"5611 Alec Dam Apt. 557, Natalieland, MN 45422",North Richard,New Jersey,36130,US,Premium,Active,2024-06-19,2026-03-10 09:14:45.324847
CUST_000098,Hannah,Mendoza,zbanks@example.org,920-421-6979,1986-10-15,"027 Rodriguez Loop Suite 014, Alexanderhaven, WI 97969",Lake Morgan,North Dakota,69065,US,Standard,Inactive,2021-12-29,2026-03-10 09:14:45.325177
CUST_000099,Ryan,Barber,rreed@example.net,(728)590-0287x7217,1967-09-15,"Unit 0838 Box 6631, DPO AA 58721",Millerfort,New Hampshire,41927,US,Standard,Active,2022-03-12,2026-03-10 09:14:45.325436
CUST_000100,Tina,Mcgee,garciarobert@example.net,+1-901-799-4883,1969-11-29,"5899 Moran Lakes, Wilsonbury, AL 45243",Mariaport,Oklahoma,68918,US,Basic,Inactive,2024-05-13,2026-03-10 09:14:45.325810
CUST_000101,Jacqueline,Williams,travisunderwood@example.net,001-361-849-3316x3735,1948-05-08,"PSC 9177, Box 9827, APO AE 70016",New Savannahshire,New Mexico,67129,US,Standard,Active,2022-09-10,2026-03-10 09:14:45.326102
CUST_000102,Heather,Thompson,dalesandoval@example.net,686-769-3465x47226,1993-08-18,"39452 William Square, Jenniferstad, OH 63464",Craigside,Maine,55864,US,Premium,Active,2021-04-17,2026-03-10 09:14:45.326481
CUST_000103,Alexandra,Johnson,brianbrown@example.com,001-524-842-0438x05719,1961-05-10,"066 Frye Spur Suite 800, Jamesmouth, MP 30064",Kariside,West Virginia,79588,US,Standard,Active,2022-11-09,2026-03-10 09:14:45.326847
CUST_000104,Kimberly,Brandt,shane12@example.org,001-281-760-6484x2294,1976-12-02,"25909 Henry Ports, Charlesmouth, NC 29331",New Carlos,North Carolina,21390,US,Premium,Active,2024-09-21,2026-03-10 09:14:45.327161
CUST_000105,Amy,Powell,jeffrey35@example.com,(543)298-7801x573,1991-08-20,"64840 Robertson Pass Suite 704, West Willie, CT 22441",Lake Cameronborough,Utah,56102,US,Basic,Active,2022-01-25,2026-03-10 09:14:45.327489
CUST_000106,Jamie,Poole,elucas@example.net,+1-520-675-0110x24819,1972-12-04,"5061 Darlene River Apt. 901, Sarahville, LA 90400",Catherineport,Wisconsin,57868,US,Premium,Inactive,2024-06-06,2026-03-10 09:14:45.327809
CUST_000107,Randall,Guerrero,omoore@example.org,001-268-842-4508x8210,1981-09-27,"3536 Eugene Forges, Jamesburgh, TN 74857",Port Karenside,New Jersey,84999,US,Premium,Active,2025-11-10,2026-03-10 09:14:45.328123
CUST_000108,Charles,Powers,corey97@example.com,(623)414-9135x775,1983-09-03,"2053 Jennifer Row Suite 452, Nataliemouth, NV 47521",Tonyville,Idaho,85114,US,Basic,Active,2021-11-18,2026-03-10 09:14:45.328436
CUST_000109,Meagan,Trevino,patriciagonzalez@example.net,+1-611-908-0996x9308,1989-09-07,"3942 Mason Course Suite 580, Port Tamara, RI 90175",Port Willie,New Hampshire,21370,US,Standard,Inactive,2022-09-16,2026-03-10 09:14:45.328799
CUST_000110,Ashley,Knight,jillwebb@example.com,5377314530,1971-08-07,"05184 Lane Port Apt. 665, New Johnbury, NC 53695",Lisastad,New York,63692,US,Basic,Active,2021-03-29,2026-03-10 09:14:45.329171
CUST_000111,Warren,Taylor,jerryrobertson@example.com,722.325.9136,1977-12-15,"92603 David Ramp Apt. 280, North Gabriel, HI 68218",Greeneshire,South Dakota,02941,US,Standard,Active,2023-08-06,2026-03-10 09:14:45.329547
CUST_000112,Stacey,Robinson,kdillon@example.org,(592)892-9842x57991,1971-06-02,"88629 Gregory Ridges, Port Amandaville, CO 63709",New Amber,Alabama,89441,US,Premium,Active,2024-11-08,2026-03-10 09:14:45.329877
CUST_000113,Alexa,Wood,wolferoy@example.com,001-865-699-1624x73149,1958-01-19,"818 Nicholas Ford, Robertville, FL 56347",Joseside,Nevada,74513,US,Standard,Inactive,2024-04-18,2026-03-10 09:14:45.330240
CUST_000114,Cheryl,Braun,afischer@example.net,+1-772-858-8744,1995-04-04,"372 Jason Locks, Laurenton, GA 51501",Port Christopherberg,New Mexico,79176,US,Basic,Active,2024-11-20,2026-03-10 09:14:45.330576
CUST_000115,Christopher,Baker,christopher06@example.com,+1-584-290-2770x384,1998-07-15,"205 Diana Estate, West Kimberlystad, TN 52293",Willishaven,Alabama,97091,US,Standard,Inactive,2021-10-08,2026-03-10 09:14:45.330901
CUST_000116,Samantha,Dunn,michael43@example.net,376.390.4268,1979-06-06,"489 Benson Lane, Carrillomouth, WI 60643",Mosleytown,New Mexico,15740,US,Premium,Inactive,2023-05-19,2026-03-10 09:14:45.331247
CUST_000117,Carlos,Schultz,ericahall@example.com,(958)780-4341x65182,1969-03-31,"37333 Clark Flats Apt. 952, North Samanthafort, RI 01369",Port Timothymouth,New York,75804,US,Premium,Active,2023-07-10,2026-03-10 09:14:45.331617
CUST_000118,Travis,Joyce,raymond92@example.org,267.280.8562x71875,1991-01-22,"5942 Young Mountains, Michaelfort, NE 28095",Haynesstad,Mississippi,53007,US,Premium,Active,2023-07-25,2026-03-10 09:14:45.331945
